id.date,price
1000102#20140916T000000,301413.683757253
1000102#20150422T000000,300990.380665243
100300280#20141020T000000,189358.755203448
100300500#20141121T000000,228899.588420697
1003400155#20140811T000000,158052.89772819
1003600056#20141024T000000,215958.021480203
1005000036#20140613T000000,571725.968820997
1005000062#20140801T000000,222701.720726781
1021049022#20140520T000000,285826.188603066
1022059032#20140812T000000,701303.774358571
1022059123#20141226T000000,416329.535534315
1022069050#20150227T000000,110041.623674072
1023059186#20150126T000000,317808.973799922
1023059246#20140514T000000,589582.189103954
1023059324#20140623T000000,147030.005466394
1024069205#20150114T000000,1191134.47846714
1025049266#20140930T000000,365067.373336367
1026069061#20150129T000000,1005761.66375248
1026069134#20140825T000000,802106.651391156
1036000080#20141009T000000,599085.694168054
1036100130#20140808T000000,673143.466467746
1036400200#20150429T000000,517793.964692302
1038000040#20140605T000000,547748.323686004
104510230#20141119T000000,271450.376702607
104530110#20141008T000000,331244.874175787
104550540#20150120T000000,204304.432488047
104550740#20141201T000000,537763.561277047
104550750#20140728T000000,319680.93410752
1049010300#20150427T000000,435343.486591466
1061500510#20141015T000000,504137.975116931
1061500630#20150205T000000,549218.8839048
1062100100#20140626T000000,629275.006987661
1068000235#20140605T000000,1121477.32890507
1081300390#20141030T000000,512840.688091099
1081300450#20140814T000000,513592.420970306
1081330210#20140911T000000,542542.949532516
1081800070#20141118T000000,629005.385150731
1087700030#20140619T000000,474665.289178647
1088800850#20140502T000000,889890.553261124
1088801350#20150210T000000,833477.632560931
1089700010#20141008T000000,792850.012353078
109000040#20150316T000000,470931.0737627
109200390#20140820T000000,257791.90758314
109200390#20141020T000000,257310.06268061
1099610260#20140826T000000,184030.954479404
1099900030#20150415T000000,330495.509901583
1102000196#20140527T000000,471588.525323853
1105000229#20140919T000000,336026.12544284
1105000296#20141229T000000,232316.75003951
1105000373#20150506T000000,156342.233670242
1105000588#20150421T000000,318808.318828747
1105000787#20140926T000000,291565.558721371
1112000100#20150330T000000,789295.966333397
1117200170#20140919T000000,1005224.52199547
1117200390#20140507T000000,1350484.38835008
1117200550#20141014T000000,1082550.70474087
1118000340#20150408T000000,1637196.99560463
1118001645#20150130T000000,1087229.01468381
1118002090#20140628T000000,1271238.68336388
1118500030#20141001T000000,1032151.16384325
1121000058#20150331T000000,554300.397507422
1123049027#20150319T000000,144276.804811351
1123049126#20141203T000000,247666.807273157
1123049232#20140606T000000,335397.682932295
1125049140#20150126T000000,1063473.09685316
1125069086#20150428T000000,841639.345405765
1126049095#20140926T000000,943342.403206803
1126059095#20140526T000000,665250.676778823
1133000671#20140602T000000,244774.6289832
1136100072#20150213T000000,516692.185921788
1136100087#20150205T000000,1230032.91713342
1137300690#20150220T000000,880996.959905468
1137300900#20140605T000000,960052.021273397
1137400420#20141028T000000,328998.259793185
1137410040#20140527T000000,556761.897535279
1138000450#20141016T000000,345766.721698105
1138010520#20140601T000000,470808.661519893
1138020020#20150217T000000,305116.08342085
1139000620#20141008T000000,241142.395912744
114100234#20150430T000000,725546.207979225
114100304#20141203T000000,757356.156466909
114100758#20141022T000000,425705.813978903
114101161#20140829T000000,672369.736248285
114101505#20150423T000000,1081759.62831526
114101540#20140821T000000,510232.023286678
114700150#20141114T000000,256475.174173757
1150000200#20150414T000000,819362.58187589
11501330#20140902T000000,1102542.48692007
1150700130#20150421T000000,250484.535606153
1150700170#20140926T000000,220639.644511864
1150900060#20141030T000000,875255.334618285
11510310#20140905T000000,880177.492447466
1151100070#20150224T000000,345141.879410684
1157200189#20140514T000000,654435.78031905
1163400070#20141112T000000,123696.322495162
1175000059#20141010T000000,527390.326377347
1176000964#20150422T000000,479157.21779532
1180000830#20141002T000000,665177.559135154
1180000885#20141030T000000,896098.665918618
1180002470#20141104T000000,568022.393683575
1180002735#20141119T000000,352106.538565472
1180005220#20150505T000000,163506.523592904
1180500070#20141124T000000,445989.951257125
1186000095#20140708T000000,695097.146516018
1189000030#20140603T000000,890317.104933441
1189000130#20140915T000000,551472.296573952
1189000225#20150402T000000,543555.111974075
1193000280#20140527T000000,872384.62650124
1193000450#20150410T000000,670503.862704486
1202000140#20141210T000000,150275.099865079
121039083#20150206T000000,416990.278146714
1211000185#20140616T000000,461264.318201393
1218000025#20141013T000000,286631.378119059
1218000030#20140827T000000,139673.471240334
1219000120#20150402T000000,-30971.2592692599
1220000367#20140716T000000,363184.114868343
1221000490#20141113T000000,307932.653252326
1222029064#20140626T000000,176461.601219073
1223039235#20141114T000000,772104.31621971
1226039054#20150316T000000,586154.461761504
1226039058#20150503T000000,676691.178663641
1226039130#20141009T000000,681192.402972482
123039147#20150319T000000,393746.473804489
123039420#20150428T000000,328324.949108444
1231000500#20140905T000000,326393.909387007
1231001115#20141001T000000,452369.158697963
1233100720#20140925T000000,283512.289034769
1235100371#20140717T000000,876975.90875072
1236300290#20141022T000000,1287589.27916472
1236300307#20140905T000000,552686.736129433
1237500720#20141226T000000,450712.468796313
1238500451#20150209T000000,358296.563924231
1238501099#20141031T000000,390661.899390958
1238501188#20140808T000000,878305.116928376
1239400570#20141117T000000,835599.414475277
124069032#20140505T000000,465337.186179698
1241500032#20140819T000000,823996.133672155
1241500350#20150105T000000,646681.66388008
1241900028#20150417T000000,791087.286630295
1245001220#20141016T000000,543903.152271211
1245002281#20140512T000000,1042879.86871666
1245002391#20141022T000000,1217778.99836593
1245002445#20140714T000000,591818.249123983
1245003255#20150223T000000,349243.693900511
1245003375#20150408T000000,400259.895311713
1245003660#20150321T000000,600283.626659252
1245500099#20150506T000000,654662.948016286
1250200418#20140527T000000,210876.139364451
1250200495#20140624T000000,292257.277053259
1250200552#20150312T000000,297087.698524095
1250201165#20141121T000000,220400.761403568
1250201175#20150323T000000,379798.740734994
1250202324#20150122T000000,764208.279374279
1250203135#20140701T000000,639461.530645773
125039021#20140924T000000,543771.917882971
1253200290#20150212T000000,342824.055148326
1257200020#20150327T000000,445040.176193818
1257201130#20141001T000000,674697.744197093
1257201375#20141202T000000,517339.041824646
126039252#20140709T000000,545490.582005054
126039467#20150114T000000,865755.478243075
126049100#20141104T000000,612263.553641409
126049167#20140619T000000,621792.860172518
126049217#20140604T000000,458751.546131387
126059021#20150402T000000,343885.996840574
126059225#20140806T000000,591559.408757098
1266200120#20150321T000000,353240.356589533
1266200140#20150506T000000,1139939.33100097
1274500420#20140909T000000,127869.782638364
1277000240#20150402T000000,906280.013648458
13001215#20150305T000000,414898.541494377
1310000130#20140924T000000,383357.901253864
1310440280#20140710T000000,650984.333163999
1310440590#20150413T000000,611560.361894354
1310700330#20150507T000000,444276.280163936
1310700390#20141010T000000,555889.510557212
1310930100#20150318T000000,321403.579238497
1310960190#20141021T000000,321152.758346274
1310980110#20140717T000000,493372.66356758
1311100520#20150414T000000,316061.439364538
1311200120#20140513T000000,289365.08926066
1311200460#20140618T000000,348264.415977396
1311300100#20150115T000000,200811.366564788
1311600030#20140716T000000,297888.390385292
1311800560#20141121T000000,242896.187198505
1312900180#20150325T000000,189935.63472914
1313000240#20140818T000000,743060.170975551
1313000650#20140711T000000,627430.178992331
1313300300#20150407T000000,721421.311525993
1315300095#20140812T000000,691402.627539933
1321039076#20140627T000000,34515.1513053179
1321059013#20150319T000000,891951.205930121
1321700030#20140624T000000,1303055.90754765
1321720170#20140817T000000,1103081.53928274
1321740260#20141015T000000,543913.47648076
1323089184#20140502T000000,365495.65707738
1324079046#20150120T000000,278499.253229611
1324079082#20141117T000000,297910.796006016
1326039061#20141020T000000,512468.494824998
1326059142#20141028T000000,1185711.19129185
1328300820#20140806T000000,468038.442183934
1328320760#20141218T000000,433160.534580648
1328330190#20140714T000000,469260.705045715
1328330590#20150420T000000,405950.601575069
1329300070#20150320T000000,424910.87158338
133000070#20140916T000000,114172.068573415
133000135#20141120T000000,506563.334414594
1331900020#20140925T000000,1230015.30740824
1331900110#20141008T000000,1016752.15180669
1332000100#20141210T000000,873504.707565904
1332700020#20150116T000000,432550.365444951
1332700200#20150426T000000,447070.046071716
1333300145#20150304T000000,1616893.93984269
1336300445#20150422T000000,1225638.98751676
1337800220#20140908T000000,897521.954400331
1337800284#20140827T000000,1017588.29744152
1337801060#20150305T000000,742981.876310527
1338600090#20140923T000000,434455.965878129
1352300520#20150113T000000,499567.4524602
1354600160#20140509T000000,290021.676140197
136000220#20150325T000000,617432.513098218
1370800935#20140618T000000,932928.56024006
1370801020#20140709T000000,1061045.54048326
1370801331#20140804T000000,1192961.94080758
1370801435#20141105T000000,797180.260212228
1370802115#20141205T000000,1356684.11949302
1370802335#20140728T000000,904085.813116558
1370803445#20140909T000000,992793.240564197
1370803460#20140507T000000,1175547.85060931
1376800220#20140709T000000,446159.167829305
1377300020#20150219T000000,572246.009967931
1387300570#20141201T000000,627620.415320963
1387300760#20140804T000000,522855.569943853
1388600110#20140821T000000,178038.199002504
1389600040#20141226T000000,200595.177370436
139000185#20150428T000000,638090.408427313
1393800005#20150507T000000,323232.300252117
1402100070#20140801T000000,524012.777676851
1402600040#20140825T000000,511090.049449466
1402630270#20140729T000000,379472.969454184
1419700270#20140507T000000,513335.412238739
1421069159#20141110T000000,551733.295770831
1422069070#20150507T000000,264637.854449317
1422300100#20140929T000000,295809.134303197
1423089134#20140815T000000,417130.382737726
1423400260#20150402T000000,342898.556092575
1423700680#20150226T000000,313039.191580214
1423800080#20140512T000000,173320.353082508
