"id.date","price","price.All.X..rcv.glmnet","price.All.X..rcv.glmnet.err","price.All.X..rcv.glmnet.err.abs","price.All.X..rcv.glmnet.is.acc"
"1000102#20140916T000000",280000,460894.254179046,180894.254179046,180894.254179046,FALSE
"1000102#20150422T000000",300000,461623.707973361,161623.707973361,161623.707973361,FALSE
"100300280#20141020T000000",355000,344478.653577827,-10521.3464221731,10521.3464221731,FALSE
"100300500#20141121T000000",333000,375001.170041144,42001.1700411439,42001.1700411439,FALSE
"1003400155#20140811T000000",233000,303253.600295186,70253.600295186,70253.600295186,FALSE
"1003600056#20141024T000000",239000,341137.411378123,102137.411378123,102137.411378123,FALSE
"1005000036#20140613T000000",285000,510844.050051279,225844.050051279,225844.050051279,FALSE
"1005000062#20140801T000000",299000,301312.887706324,2312.88770632446,2312.88770632446,FALSE
"1021049022#20140520T000000",415000,222011.3088056,-192988.6911944,192988.6911944,FALSE
"1022059032#20140812T000000",401500,804509.261403561,403009.261403561,403009.261403561,FALSE
"1022059123#20141226T000000",250000,546471.094704114,296471.094704114,296471.094704114,FALSE
"1022069050#20150227T000000",207000,245743.886615418,38743.8866154179,38743.8866154179,FALSE
"1023059186#20150126T000000",252000,369684.70239576,117684.70239576,117684.70239576,FALSE
"1023059246#20140514T000000",437000,720151.089796573,283151.089796573,283151.089796573,FALSE
"1023059324#20140623T000000",235000,251103.740448818,16103.7404488176,16103.7404488176,FALSE
"1024069205#20150114T000000",1175000,1340359.73679182,165359.736791819,165359.736791819,FALSE
"1025049266#20140930T000000",555000,341638.417797007,-213361.582202993,213361.582202993,FALSE
"1026069061#20150129T000000",682000,940361.631461814,258361.631461814,258361.631461814,FALSE
"1026069134#20140825T000000",619000,709757.334733285,90757.334733285,90757.334733285,FALSE
"1036000080#20141009T000000",525000,513529.964600019,-11470.0353999808,11470.0353999808,FALSE
"1036100130#20140808T000000",442000,486481.052788407,44481.0527884066,44481.0527884066,FALSE
"1036400200#20150429T000000",697000,358844.68659278,-338155.31340722,338155.31340722,FALSE
"1038000040#20140605T000000",499950,625656.137582809,125706.137582809,125706.137582809,FALSE
"104510230#20141119T000000",252000,355147.872365862,103147.872365862,103147.872365862,FALSE
"104530110#20141008T000000",268000,461508.599726774,193508.599726774,193508.599726774,FALSE
"104550540#20150120T000000",259950,327640.187022246,67690.1870222464,67690.1870222464,FALSE
"104550740#20141201T000000",299000,654878.354220375,355878.354220375,355878.354220375,FALSE
"104550750#20140728T000000",241000,355176.744829722,114176.744829722,114176.744829722,FALSE
"1049010300#20150427T000000",435000,347579.97068648,-87420.0293135196,87420.0293135196,FALSE
"1061500510#20141015T000000",350000,604492.791826218,254492.791826218,254492.791826218,FALSE
"1061500630#20150205T000000",359900,675767.266191199,315867.266191199,315867.266191199,FALSE
"1062100100#20140626T000000",424000,557137.053131692,133137.053131692,133137.053131692,FALSE
"1068000235#20140605T000000",1155000,870817.625508502,-284182.374491498,284182.374491498,FALSE
"1081300390#20141030T000000",330000,533192.224408455,203192.224408455,203192.224408455,FALSE
"1081300450#20140814T000000",364000,503031.384774983,139031.384774983,139031.384774983,FALSE
"1081330210#20140911T000000",410000,513276.216778256,103276.216778256,103276.216778256,FALSE
"1081800070#20141118T000000",425000,684006.841940098,259006.841940098,259006.841940098,FALSE
"1087700030#20140619T000000",450000,387250.476593755,-62749.5234062448,62749.5234062448,FALSE
"1088800850#20140502T000000",612500,679990.201237001,67490.2012370005,67490.2012370005,FALSE
"1088801350#20150210T000000",525000,609365.090462156,84365.0904621556,84365.0904621556,FALSE
"1089700010#20141008T000000",540000,550918.910608165,10918.910608165,10918.910608165,FALSE
"109000040#20150316T000000",305000,408931.327753261,103931.327753261,103931.327753261,FALSE
"109200390#20140820T000000",245000,340495.867556885,95495.8675568849,95495.8675568849,FALSE
"109200390#20141020T000000",250000,341326.203075498,91326.2030754983,91326.2030754983,FALSE
"1099610260#20140826T000000",212000,206955.666275874,-5044.33372412622,5044.33372412622,FALSE
"1099900030#20150415T000000",325000,627701.667491153,302701.667491153,302701.667491153,FALSE
"1102000196#20140527T000000",477000,420193.535980023,-56806.4640199766,56806.4640199766,FALSE
"1105000229#20140919T000000",285000,492115.689319789,207115.689319789,207115.689319789,FALSE
"1105000296#20141229T000000",230000,198835.909666523,-31164.0903334767,31164.0903334767,FALSE
"1105000373#20150506T000000",252500,324880.256169707,72380.2561697066,72380.2561697066,FALSE
"1105000588#20150421T000000",349500,360600.043438844,11100.0434388444,11100.0434388444,FALSE
"1105000787#20140926T000000",240000,376866.814383924,136866.814383924,136866.814383924,FALSE
"1112000100#20150330T000000",740000,1104638.35105567,364638.351055667,364638.351055667,FALSE
"1117200170#20140919T000000",715000,854239.30493737,139239.30493737,139239.30493737,FALSE
"1117200390#20140507T000000",1150000,1249817.65296967,99817.6529696733,99817.6529696733,FALSE
"1117200550#20141014T000000",760000,1004564.50180046,244564.501800463,244564.501800463,FALSE
"1118000340#20150408T000000",3000000,1295053.97311871,-1704946.02688129,1704946.02688129,FALSE
"1118001645#20150130T000000",1400000,896699.111672789,-503300.888327211,503300.888327211,FALSE
