id.date,price
1000102#20140916T000000,593169.009550903
1000102#20150422T000000,594487.825761175
100300280#20141020T000000,323431.758191956
100300500#20141121T000000,356673.096284028
1003400155#20140811T000000,321202.628884402
1003600056#20141024T000000,430625.956584129
1005000036#20140613T000000,490411.018894216
1005000062#20140801T000000,297148.206106756
1021049022#20140520T000000,304925.715049098
1022059032#20140812T000000,807176.657199676
1022059123#20141226T000000,589192.415717884
1022069050#20150227T000000,352102.419606958
1023059186#20150126T000000,366482.181597026
1023059246#20140514T000000,582643.339404171
1023059324#20140623T000000,350824.596630357
1024069205#20150114T000000,1431316.76957394
1025049266#20140930T000000,346840.923516509
1026069061#20150129T000000,992257.917786053
1026069134#20140825T000000,575042.64762508
1036000080#20141009T000000,420516.65973552
1036100130#20140808T000000,425614.567343961
1036400200#20150429T000000,419039.738253279
1038000040#20140605T000000,582720.953977824
104510230#20141119T000000,366000.007897523
104530110#20141008T000000,493278.994267698
104550540#20150120T000000,395783.686630021
104550740#20141201T000000,614449.645973812
104550750#20140728T000000,359501.341039319
1049010300#20150427T000000,412434.922040987
1061500510#20141015T000000,600285.927319308
1061500630#20150205T000000,667806.291627592
1062100100#20140626T000000,473644.963153451
1068000235#20140605T000000,745452.327130511
1081300390#20141030T000000,440949.405309458
1081300450#20140814T000000,463511.481812771
1081330210#20140911T000000,492644.164684014
1081800070#20141118T000000,617968.938321255
1087700030#20140619T000000,398704.369380935
1088800850#20140502T000000,643939.478942871
1088801350#20150210T000000,558409.711193317
1089700010#20141008T000000,564334.927665587
109000040#20150316T000000,336492.863168007
109200390#20140820T000000,343587.796732675
109200390#20141020T000000,345089.06569526
1099610260#20140826T000000,382859.014880814
1099900030#20150415T000000,592496.120852347
1102000196#20140527T000000,441483.370642602
1105000229#20140919T000000,477468.890116356
1105000296#20141229T000000,172338.692770798
1105000373#20150506T000000,325893.568491996
1105000588#20150421T000000,441359.122879495
1105000787#20140926T000000,446663.304184046
1112000100#20150330T000000,1148971.32080848
1117200170#20140919T000000,854732.351346629
1117200390#20140507T000000,1337378.98768419
1117200550#20141014T000000,966368.459478341
1118000340#20150408T000000,1388978.97429107
1118001645#20150130T000000,759010.222532782
1118002090#20140628T000000,681210.928461203
1118500030#20141001T000000,958856.974860488
1121000058#20150331T000000,466891.242219102
1123049027#20150319T000000,323512.417655493
1123049126#20141203T000000,419124.135444422
1123049232#20140606T000000,627489.254809161
1125049140#20150126T000000,636633.927567005
1125069086#20150428T000000,780172.967169087
1126049095#20140926T000000,680362.402241819
1126059095#20140526T000000,485420.784204239
1133000671#20140602T000000,267752.373833543
1136100072#20150213T000000,466868.463153704
1136100087#20150205T000000,1159866.17599365
1137300690#20150220T000000,680204.984838691
1137300900#20140605T000000,798399.005864122
1137400420#20141028T000000,451326.163389567
1137410040#20140527T000000,831201.478028285
1138000450#20141016T000000,325952.993814533
1138010520#20140601T000000,400547.861010172
1138020020#20150217T000000,278762.040311271
1139000620#20141008T000000,192376.666175826
114100234#20150430T000000,497335.44456507
114100304#20141203T000000,672734.360716177
114100758#20141022T000000,267797.23025821
114101161#20140829T000000,473484.323487216
114101505#20150423T000000,1176397.36410465
114101540#20140821T000000,443938.890594248
114700150#20141114T000000,375281.176943989
1150000200#20150414T000000,601460.059034555
11501330#20140902T000000,825665.801132484
1150700130#20150421T000000,433302.039832317
1150700170#20140926T000000,502003.004565918
1150900060#20141030T000000,975473.453965878
11510310#20140905T000000,804321.627018631
1151100070#20150224T000000,454082.08437549
1157200189#20140514T000000,473692.791664224
1163400070#20141112T000000,415878.448951428
1175000059#20141010T000000,386518.518769382
1176000964#20150422T000000,340675.163009646
1180000830#20141002T000000,700654.08339343
1180000885#20141030T000000,779199.341601338
1180002470#20141104T000000,760522.915223139
1180002735#20141119T000000,287955.992730368
1180005220#20150505T000000,309744.560243899
1180500070#20141124T000000,566600.21312823
1186000095#20140708T000000,554336.991068985
1189000030#20140603T000000,655068.213328141
1189000130#20140915T000000,440578.527042341
1189000225#20150402T000000,364321.412577942
1193000280#20140527T000000,637245.576606824
1193000450#20150410T000000,563142.449328611
1202000140#20141210T000000,304718.243807784
121039083#20150206T000000,335665.818054877
1211000185#20140616T000000,378552.294925005
1218000025#20141013T000000,442916.925127522
1218000030#20140827T000000,228031.44611857
1219000120#20150402T000000,338894.536821054
1220000367#20140716T000000,477217.484428347
1221000490#20141113T000000,621368.749707048
1222029064#20140626T000000,330525.006396034
1223039235#20141114T000000,714206.946141087
1226039054#20150316T000000,352630.289328661
1226039058#20150503T000000,639999.65316035
1226039130#20141009T000000,423970.912965582
123039147#20150319T000000,508626.402569816
123039420#20150428T000000,401879.095919416
1231000500#20140905T000000,434785.513037672
1231001115#20141001T000000,356900.53179147
1233100720#20140925T000000,226472.619291968
1235100371#20140717T000000,972688.715675112
1236300290#20141022T000000,1091728.36240372
1236300307#20140905T000000,432249.743923792
1237500720#20141226T000000,418156.533177253
1238500451#20150209T000000,327187.677157158
1238501099#20141031T000000,407632.386403138
1238501188#20140808T000000,715259.363663832
1239400570#20141117T000000,506062.428017759
124069032#20140505T000000,418329.309658335
1241500032#20140819T000000,777799.30269684
1241500350#20150105T000000,485765.782867755
1241900028#20150417T000000,760467.157100291
1245001220#20141016T000000,449941.383339631
1245002281#20140512T000000,862611.975680018
1245002391#20141022T000000,1243531.69486863
1245002445#20140714T000000,413176.301784931
1245003255#20150223T000000,330910.251953633
1245003375#20150408T000000,398487.124867257
1245003660#20150321T000000,339808.817638822
1245500099#20150506T000000,508831.225395254
1250200418#20140527T000000,355553.125967874
1250200495#20140624T000000,361371.348848095
1250200552#20150312T000000,396124.739750218
1250201165#20141121T000000,433749.820272748
1250201175#20150323T000000,443222.219622129
1250202324#20150122T000000,608608.534199964
1250203135#20140701T000000,495171.595470147
125039021#20140924T000000,375015.259477135
1253200290#20150212T000000,493410.719040432
1257200020#20150327T000000,382309.319883519
1257201130#20141001T000000,635737.323702679
1257201375#20141202T000000,410319.255025246
126039252#20140709T000000,486764.088055112
126039467#20150114T000000,767091.505426269
126049100#20141104T000000,483639.715386789
126049167#20140619T000000,492702.705277601
126049217#20140604T000000,365388.297559304
126059021#20150402T000000,290300.04789423
126059225#20140806T000000,554027.157373431
1266200120#20150321T000000,431484.689987576
1266200140#20150506T000000,1216342.04567686
1274500420#20140909T000000,287079.888946752
1277000240#20150402T000000,647906.341958562
13001215#20150305T000000,322475.402544697
1310000130#20140924T000000,437980.067295748
1310440280#20140710T000000,633023.172458589
1310440590#20150413T000000,547752.915240839
1310700330#20150507T000000,463149.06574351
1310700390#20141010T000000,603399.79365909
1310930100#20150318T000000,379579.619157577
1310960190#20141021T000000,414789.585366689
1310980110#20140717T000000,401908.657912181
1311100520#20150414T000000,442010.946731184
1311200120#20140513T000000,414640.79659039
1311200460#20140618T000000,454496.998785874
1311300100#20150115T000000,382827.19534599
1311600030#20140716T000000,491200.504221725
1311800560#20141121T000000,382751.82918157
1312900180#20150325T000000,380643.928243448
1313000240#20140818T000000,824871.747660145
1313000650#20140711T000000,515888.54100426
1313300300#20150407T000000,533110.592182331
1315300095#20140812T000000,639751.789213149
1321039076#20140627T000000,270513.275565152
1321059013#20150319T000000,1048862.62703481
1321700030#20140624T000000,1401985.93099339
1321720170#20140817T000000,928224.157633855
1321740260#20141015T000000,646000.266248221
1323089184#20140502T000000,606034.161771522
1324079046#20150120T000000,383733.891970087
1324079082#20141117T000000,475910.661070965
1326039061#20141020T000000,322279.953560582
1326059142#20141028T000000,959551.722777611
1328300820#20140806T000000,424524.689478344
1328320760#20141218T000000,475838.925436245
1328330190#20140714T000000,433974.901264521
1328330590#20150420T000000,442023.355760773
1329300070#20150320T000000,624038.424340948
133000070#20140916T000000,153176.794527481
133000135#20141120T000000,430073.348370577
1331900020#20140925T000000,1064633.2957898
1331900110#20141008T000000,735931.957707612
1332000100#20141210T000000,881712.093646145
1332700020#20150116T000000,395446.163179501
1332700200#20150426T000000,413057.491499231
1333300145#20150304T000000,1231498.55741081
1336300445#20150422T000000,805591.033546466
1337800220#20140908T000000,524305.212940252
1337800284#20140827T000000,532181.641138439
1337801060#20150305T000000,452260.528683251
1338600090#20140923T000000,298431.143009543
1352300520#20150113T000000,418377.41856464
1354600160#20140509T000000,404234.427066331
136000220#20150325T000000,432439.269099785
1370800935#20140618T000000,440964.840320836
1370801020#20140709T000000,719838.638560018
1370801331#20140804T000000,1168006.00907201
1370801435#20141105T000000,562559.151399466
1370802115#20141205T000000,1134869.8156522
1370802335#20140728T000000,719360.948765083
1370803445#20140909T000000,782995.04742874
1370803460#20140507T000000,735156.348881295
1376800220#20140709T000000,410064.588095294
1377300020#20150219T000000,478517.794434487
1387300570#20141201T000000,440564.451872787
1387300760#20140804T000000,411949.355587952
1388600110#20140821T000000,347934.474063364
1389600040#20141226T000000,429859.829813126
139000185#20150428T000000,471904.750871641
1393800005#20150507T000000,241763.714366913
1402100070#20140801T000000,530038.815598619
1402600040#20140825T000000,604474.982393843
1402630270#20140729T000000,440106.787146051
1419700270#20140507T000000,367057.697370055
1421069159#20141110T000000,547563.761009292
1422069070#20150507T000000,494367.764464254
1422300100#20140929T000000,445280.545985406
1423089134#20140815T000000,623244.528914784
1423400260#20150402T000000,452798.927617255
1423700680#20150226T000000,438649.796712918
1423800080#20140512T000000,275723.365454323
1424069056#20140805T000000,1191288.19446746
1424069110#20140718T000000,597938.071689477
1425039029#20140923T000000,1308967.44108331
1425059145#20140616T000000,405169.799366351
1425059180#20150324T000000,620906.459948134
1425059193#20141009T000000,992230.660106383
1426049054#20140701T000000,443816.29373435
1426079047#20140911T000000,639304.711227164
1428001160#20150420T000000,508545.842700398
1430800162#20150114T000000,299333.91135043
1432700880#20150409T000000,341749.370916986
1432701510#20141021T000000,393365.977126878
1432900240#20150508T000000,395629.522136997
1437500035#20141010T000000,285966.339422534
1440700190#20140623T000000,650002.642696005
1441800010#20141208T000000,535012.446427899
1442700360#20150320T000000,590925.306916405
1442740140#20140930T000000,477440.940435139
1442800400#20140628T000000,515056.988680099
1442870420#20140724T000000,667576.722318382
1442880380#20140730T000000,568216.70857497
1443500725#20150423T000000,422678.711456025
1445200050#20141110T000000,344038.6216862
1445200110#20150421T000000,346543.928874641
1446400564#20140507T000000,346245.388385919
1446400615#20140527T000000,405613.577363769
1446400715#20150422T000000,407090.445789169
1446401190#20150317T000000,129342.253056802
1446401555#20141208T000000,409631.959406856
1446800511#20141009T000000,415509.769810836
1447600285#20140609T000000,295467.188848372
1450100020#20150209T000000,402070.571454577
1450100390#20140905T000000,250742.709581192
1450100420#20140620T000000,266151.213905832
1453602065#20150205T000000,327591.862581417
1453602283#20150507T000000,413420.192502558
1453602284#20141103T000000,409436.484492277
1454100010#20150202T000000,168810.873371192
1454100480#20140819T000000,235807.358891289
1454600038#20150323T000000,1109896.84656533
1454600116#20140611T000000,628362.747300919
1454600156#20140625T000000,1354821.00758523
1454600266#20141027T000000,1320363.68478959
1455100355#20140708T000000,948065.274030977
1460000080#20140731T000000,390553.680939184
1463400081#20140827T000000,388063.911744119
