"id.date","price","price.All.X..rcv.glmnet","price.All.X..rcv.glmnet.err","price.All.X..rcv.glmnet.err.abs","price.All.X..rcv.glmnet.is.acc"
"114101516#20140528T000000",310000,492550.097928118,182550.097928118,182550.097928118,FALSE
"9297300055#20150124T000000",650000,619299.600749778,-30700.3992502221,30700.3992502221,FALSE
"1202000200#20141103T000000",233000,492550.097928118,259550.097928118,259550.097928118,FALSE
"8562750320#20141110T000000",580500,492550.097928118,-87949.9020718817,87949.9020718817,FALSE
"7589200193#20141110T000000",535000,492550.097928118,-42449.9020718817,42449.9020718817,FALSE
"2078500320#20140620T000000",605000,619299.600749778,14299.6007497779,14299.6007497779,FALSE
"7766200013#20140811T000000",775000,619299.600749778,-155700.399250222,155700.399250222,FALSE
"9478500640#20140819T000000",292500,619299.600749778,326799.600749778,326799.600749778,FALSE
"9558200045#20140828T000000",289000,492550.097928118,203550.097928118,203550.097928118,FALSE
"8820901275#20140610T000000",571000,619299.600749778,48299.6007497779,48299.6007497779,FALSE
"3444100400#20150316T000000",349000,492550.097928118,143550.097928118,143550.097928118,FALSE
"7437100340#20141222T000000",360000,619299.600749778,259299.600749778,259299.600749778,FALSE
"2791500270#20140522T000000",243500,619299.600749778,375799.600749778,375799.600749778,FALSE
"3422049190#20150330T000000",247500,492550.097928118,245050.097928118,245050.097928118,FALSE
"3134100116#20140827T000000",470000,746049.103571437,276049.103571437,276049.103571437,FALSE
"8961960160#20141028T000000",480000,619299.600749778,139299.600749778,139299.600749778,FALSE
"3275860240#20140618T000000",770000,492550.097928118,-277449.902071882,277449.902071882,FALSE
"2767603505#20140507T000000",519950,492550.097928118,-27399.9020718817,27399.9020718817,FALSE
"1777500060#20140708T000000",527700,746049.103571437,218349.103571437,218349.103571437,FALSE
"6140100875#20150415T000000",420000,492550.097928118,72550.0979281183,72550.0979281183,FALSE
"809001525#20140625T000000",890000,619299.600749778,-270700.399250222,270700.399250222,FALSE
"537000445#20150331T000000",282950,492550.097928118,209600.097928118,209600.097928118,FALSE
"84000105#20140507T000000",255000,746049.103571437,491049.103571437,491049.103571437,FALSE
"2617300160#20140812T000000",420000,492550.097928118,72550.0979281183,72550.0979281183,FALSE
"1836980160#20150324T000000",807100,619299.600749778,-187800.399250222,187800.399250222,FALSE
"4330600435#20150316T000000",284000,492550.097928118,208550.097928118,208550.097928118,FALSE
"1762600070#20150116T000000",917500,619299.600749778,-298200.399250222,298200.399250222,FALSE
"7234600798#20150210T000000",425000,492550.097928118,67550.0979281183,67550.0979281183,FALSE
"3830630310#20140725T000000",260000,492550.097928118,232550.097928118,232550.097928118,FALSE
"2222059065#20141112T000000",297000,492550.097928118,195550.097928118,195550.097928118,FALSE
"3211100860#20150303T000000",274250,492550.097928118,218300.097928118,218300.097928118,FALSE
"3456000310#20140804T000000",840000,619299.600749778,-220700.399250222,220700.399250222,FALSE
